venta,hora_id,cliente_id,empleado_id,tienda_id,promocion_id,precio_de_venta_por_unidad,unidades_vendidas,ganancia_por_unidad
2277,4623,46,30,27,1,15.56,1354.486825192802,0.10489487595141636
2278,4365,52,17,38,1,16.54,13918.302297460703,0.10496483365182692
2279,4530,66,28,40,1,19.61,4276.32891381948,0.10494782837963
2280,5159,44,17,30,11,0.056,1979233.1428571427,0.9999994947538123
2281,4678,47,23,40,11,0.055,959755.5454545454,0.9999989580680156
2282,4340,52,34,29,1,19.3,2422.8362694300517,0.1049290494547349
2283,4923,54,19,35,1,16.92,5509.732860520094,0.10495332351905097
2284,4790,48,13,21,11,0.06,1320709.3333333335,0.9999992428311251
2285,4716,65,16,40,1,18.55,2649.2105121293803,0.10493275166857928
2286,4590,40,13,35,12,0.041,6940839.780487805,0.9607841753006967
2287,4267,68,35,33,1,18.36,1367.5204248366013,0.10489561458796963
2288,4768,47,23,34,11,0.047,2627926.5319148935,0.9999996194718582
2289,3910,54,20,33,11,0.048,1306865.5833333333,0.999999234810364
2290,4470,56,29,41,1,15.39,7318.092592592593,0.10495803146438178
2291,5300,37,22,42,1,16.68,14225.1801558753,0.10496499635519403
2292,3977,56,21,20,11,0.06,2852701.0,0.9999996494550253
2293,4294,50,19,25,11,0.055,2576682.8181818184,0.9999996119041145
2294,3687,22,16,40,11,0.045,4790378.777777778,0.9999997912482402
2295,4288,44,34,33,1,15.31,10270.415088177662,0.10496215484025363
2296,4464,54,36,37,1,19.48,7198.119353182751,0.10495779238481075
2297,4281,62,28,36,11,0.044,524501.0,0.999998093425942
2298,4121,48,32,36,1,19.47,3894.870570107859,0.10494542424926942
2299,5043,44,30,42,1,16.35,25166.31009174312,0.10496820454373289
2300,3552,47,22,37,11,0.054,2018065.8148148148,0.9999995044760223
2301,4806,48,22,43,11,0.059,2299839.9830508474,0.9999995651871403
2302,4644,56,15,44,1,17.04,23217.75528169014,0.1049678544793874
2303,5160,53,26,28,11,0.047,1186171.2127659575,0.9999991569513834
2304,4894,47,34,28,1,17.0,8631.878529411764,0.10496021467891915
2305,5441,57,36,39,1,18.0,12490.452500000001,0.1049639714814175
2306,4969,62,22,35,1,17.34,15776.757497116496,0.10496572208160665
2307,4811,43,26,28,1,15.6,19330.871794871797,0.10496694539357795
2308,5193,58,34,26,11,0.045,3637889.888888889,0.9999997251153744
2309,5638,60,27,26,11,0.044,1005864.6363636365,0.999999005830443
2310,5074,38,27,45,11,0.046,1858935.7826086958,0.9999994620578024
2311,4515,41,19,31,11,0.043,3672256.8139534886,0.9999997276878904
2312,5087,47,20,41,11,0.051,4214148.05882353,0.9999997627041134
2313,4596,36,27,36,11,0.06,1427317.6666666667,0.999999299385117
2314,5172,38,26,29,11,0.041,3010842.463414634,0.9999996678670464
2315,4485,46,18,38,1,18.42,15074.359663409337,0.10496541205314422
2316,5181,72,23,30,1,17.67,21765.865874363328,0.10496755289254876
2317,5068,60,26,38,1,15.46,11723.03298835705,0.10496342132054029
2318,5002,51,23,26,1,15.11,7731.412971542026,0.10495879830493748
2319,5344,54,20,39,11,0.047,3199915.8936170214,0.9999996874917862
2320,4664,46,26,45,1,19.56,20957.11707566462,0.10496736677763027
2321,5458,51,22,26,11,0.055,1921055.5454545454,0.9999994794528444
2322,5274,57,21,39,11,0.057,4195553.631578947,0.9999997616524331
2323,5373,33,27,30,1,17.6,18554.836931818183,0.10496671827760666
2324,4375,48,26,39,11,0.044,2807160.0909090913,0.9999996437680903
2325,5380,45,33,36,11,0.056,3433304.5714285714,0.9999997087354241
2326,5453,25,19,33,11,0.06,2071092.6666666667,0.999999517163082
2327,5116,54,14,39,11,0.042,2010239.0952380951,0.9999995025467356
2328,4834,43,23,27,1,17.1,11334.987134502922,0.10496311477355111
2329,4574,67,19,35,1,19.44,12039.408693415637,0.10496365662654375
2330,5315,29,17,41,1,19.36,3509.417613636364,0.10494246406786932
2331,4998,57,32,37,11,0.055,2306673.727272727,0.9999995664753154
2332,4373,33,18,26,1,15.71,5866.851686823679,0.10495448323630786
2333,5412,63,34,34,11,0.049,4370266.306122449,0.9999997711809921
2334,5371,36,33,28,11,0.049,3871296.9183673467,0.9999997416886327
2335,5666,39,24,41,1,18.61,16360.34605051048,0.10496595942194406
2336,4878,50,23,23,1,18.68,12211.911134903641,0.1049637797898899
2337,5142,35,25,24,1,16.76,5438.991646778042,0.1049530757205935
2338,5077,42,29,33,1,17.46,691.9306987399771,0.1048206663129464
2339,5752,55,22,34,1,17.99,3670.349916620345,0.1049437755903243
2340,4401,53,27,32,1,16.88,12936.066350710902,0.10496426098457233
2341,4276,35,33,20,1,18.88,7179.8837394067805,0.10495775534583607
2342,4429,59,21,31,11,0.045,3419056.5555555555,0.9999997075216558
2343,5067,48,24,35,11,0.04,1315726.0,0.9999992399633358
2344,3982,63,29,37,11,0.051,2382206.882352941,0.9999995802211775
2345,5388,41,23,28,12,0.059,4418978.118644068,0.9607840963032065
2346,5203,55,26,21,1,16.29,10623.444444444445,0.10496249449094228
2347,5009,48,32,17,1,17.39,10227.708165612421,0.10496211216196663
2348,4965,52,27,31,11,0.056,2576161.714285714,0.9999996118256108
2349,5280,39,19,31,1,16.16,17216.048886138615,0.10496627833479834
2350,4895,52,20,35,2,19.35,25469.713178294573,0.09889721581461855
2351,5787,37,29,32,11,0.054,3187102.8518518517,0.9999996862354161
2352,4854,52,27,41,1,18.73,18648.39695675387,0.10496674666115637
2353,5307,46,21,41,11,0.052,922847.1538461539,0.9999989163969398
2354,4390,42,26,43,11,0.057,2849992.2280701753,0.9999996491218501
2355,6105,51,24,29,1,15.75,15998.871746031748,0.10496581445445577
2356,5119,60,35,35,12,0.052,4996382.730769231,0.9607841214295103
2357,4833,45,25,26,11,0.057,2300720.298245614,0.9999995653535109
2358,5037,60,18,30,11,0.048,4043563.5,0.9999997526933855
2359,5398,43,20,27,11,0.044,3758887.3636363638,0.9999997339638294
2360,4846,32,31,30,1,16.84,24230.81650831354,0.10496804350577796
2361,5109,58,20,26,11,0.046,1334761.8695652175,0.9999992508026916
2362,5212,45,23,38,1,19.9,22431.083919597993,0.10496769591783943
2363,4660,37,20,27,1,19.7,6588.25152284264,0.10495644242283149
2364,5182,49,22,45,1,16.23,17068.19593345656,0.10496622551655889
2365,4826,43,28,38,11,0.052,1483520.2307692308,0.9999993259276286
2366,4528,38,26,38,11,0.044,4391978.272727273,0.9999997723121705
2367,5329,44,24,31,1,17.12,7457.10046728972,0.10495829885522766
2368,5039,68,30,31,2,17.3,28117.63294797688,0.09889758149623469
2369,5633,56,26,24,11,0.047,3525639.2978723403,0.9999997163634974
2370,4933,47,28,40,11,0.043,3497349.8372093025,0.9999997140692105
2371,4583,34,20,31,11,0.052,944126.0,0.9999989408193398
2372,4628,46,24,37,1,18.86,7815.478260869565,0.1049589443467812
2373,5303,49,27,41,11,0.053,1745472.6981132077,0.9999994270892916
2374,4871,57,21,25,11,0.042,3343643.857142857,0.9999997009250857
2375,4049,49,32,43,11,0.046,2231729.2608695654,0.9999995519169742
2376,5055,53,35,33,1,15.35,23304.48469055375,0.10496787130541815
2377,5141,38,32,24,11,0.043,3934466.1162790703,0.99999974583591
2378,4648,50,26,39,11,0.041,2281805.8780487804,0.999999561750625
2379,5051,68,29,31,11,0.044,1180898.7272727273,0.9999991531873336
2380,4749,49,25,44,11,0.041,383793.68292682926,0.999997394433404
2381,5288,46,19,30,11,0.044,2563614.6363636367,0.9999996099257721
2382,5205,64,27,27,11,0.049,3087286.714285714,0.9999996760909846
2383,5060,54,21,26,11,0.056,4107126.0,0.9999997565207398
2384,4675,66,28,28,1,15.76,21826.9470177665,0.10496756638880271
2385,5656,59,19,33,11,0.06,4156926.0,0.9999997594376229
2386,4403,56,25,30,11,0.053,2801463.2641509436,0.9999996430436862
2387,4775,44,28,29,11,0.041,4592915.634146341,0.9999997822733794
2388,4968,40,18,37,11,0.055,430001.0,0.999997674424013
2389,5248,55,22,37,11,0.043,3309710.3023255817,0.9999996978587524
2390,5341,43,26,35,1,19.36,9307.728305785124,0.10496109771039153
2391,5446,51,29,27,11,0.05,2220131.0,0.9999995495761286
2392,5557,65,25,32,1,17.13,4615.654699357852,0.10494963300673554
2393,4720,58,18,33,1,18.04,17422.70149667406,0.10496635065621736
2394,4944,44,21,34,1,18.66,1023.0292068595927,0.1048697663271734
2395,4300,59,11,37,11,0.057,2352737.842105263,0.9999995749632695
2396,5312,49,20,35,11,0.059,689492.5254237289,0.999998549657954
2397,5040,44,31,37,11,0.056,690429.5714285714,0.9999985516263478
2398,4544,57,30,29,1,15.98,1465.933354192741,0.10490076781335303
2399,5143,56,17,35,1,17.04,23544.277582159626,0.10496791718151463
2400,4625,51,19,33,11,0.052,1728539.4615384615,0.9999994214769045
2401,4817,63,26,37,1,15.47,18352.200387847446,0.10496665581105802
2402,5082,54,28,30,11,0.051,1106981.392156863,0.9999990966424485
2403,4766,52,23,34,11,0.048,782261.4166666666,0.9999987216549625
2404,5396,35,21,32,11,0.054,2070102.851851852,0.9999995169322147
2405,4683,47,29,25,2,18.07,28529.625899280574,0.09889763229066208
2406,4827,48,19,29,1,19.33,23396.584324883603,0.10496788903673412
2407,5234,38,24,42,1,15.35,6771.991856677525,0.10495687473048962
2408,4975,47,30,36,1,15.4,7657.417532467532,0.10495866710344431
2409,6141,57,32,30,2,16.57,28858.434520217263,0.098897671788695
2410,4554,47,27,31,11,0.045,4011756.5555555555,0.9999997507326314
2411,5589,48,27,32,1,19.77,18429.400101163377,0.10496667977130952
2412,5589,37,20,18,11,0.049,1813296.918367347,0.999999448518337
2413,4826,59,28,29,1,18.5,3328.562702702703,0.10494083884270476
2414,5626,48,16,23,11,0.058,1945768.2413793101,0.9999994860641783
2415,4819,43,20,19,11,0.058,1184311.344827586,0.9999991556274418
2416,4741,55,23,41,11,0.043,3814477.744186047,0.9999997378409138
2417,4998,45,26,33,1,19.67,2472.933655312659,0.10492992716981336
2418,4511,45,20,34,1,15.23,15489.513460275772,0.10496559869428955
2419,5229,60,15,43,11,0.059,4001314.559322034,0.9999997500821329
2420,4457,49,31,39,1,16.48,7447.425667475728,0.10495828056829601
2421,5355,52,24,47,1,19.14,4848.754963427377,0.10495072634423276
2422,5714,40,25,28,11,0.052,4380664.461538462,0.999999771724128
2423,4914,56,17,28,1,17.45,24407.32005730659,0.10496807483433003
2424,5395,46,31,38,11,0.043,1766221.9302325582,0.9999994338197353
2425,5192,68,17,33,11,0.054,2285325.074074074,0.9999995624254898
2426,4652,52,23,36,1,19.26,23157.581775700935,0.10496784273130708
2427,5180,46,9,35,11,0.06,3603234.3333333335,0.999999722471561
2428,4893,66,25,42,1,16.41,22887.79372333943,0.10496778929940902
2429,5357,36,23,33,11,0.057,524395.7368421053,0.9999980930432311
2430,4478,48,25,39,1,16.91,7124.222353636901,0.10495764111741786
2431,4902,42,22,37,1,17.05,10922.147214076247,0.10496276472550782
2432,5757,33,25,31,1,18.03,456.5116472545757,0.10474243111784184
2433,5536,43,25,34,1,18.09,7577.786069651741,0.10495852304621718
2434,4921,59,22,24,1,19.7,9705.034771573604,0.10496155941038192
2435,4892,31,17,28,1,19.72,3142.4330628803245,0.10493897088178918
2436,4929,54,26,26,11,0.06,730876.0,0.9999986317788517
2437,4078,60,20,40,1,18.45,23297.662059620598,0.10496786998632625
2438,5089,51,21,41,12,0.059,4883034.8983050855,0.9607841169658244
2439,5196,42,23,30,1,18.85,23113.49973474801,0.10496783408605215
2440,4699,41,22,27,11,0.057,223351.87719298244,0.9999955227598148
2441,4993,55,23,38,2,18.63,25158.372517444983,0.098897167760528
2442,5210,47,27,41,11,0.047,1933447.8085106383,0.9999994827892454
2443,4522,58,24,33,1,19.3,4839.70207253886,0.10495068584810974
2444,4764,44,27,28,11,0.048,4627251.0,0.9999997838889656
2445,4702,39,23,36,11,0.043,2173024.2558139535,0.9999995398118556
2446,4820,57,34,24,1,18.8,3832.2308510638295,0.10494498371455768
2447,5725,52,27,36,11,0.055,2566201.0,0.9999996103189112
2448,5719,40,27,23,11,0.053,4120142.5094339624,0.9999997572899486
2449,4669,31,25,35,1,15.15,19672.474257425743,0.1049670396879109
2450,4612,51,25,31,2,15.68,31731.85267857143,0.09889798212440441
2451,4965,46,19,39,11,0.047,4442788.234042553,0.9999997749161231
2452,5254,39,20,37,11,0.048,2318636.4166666665,0.9999995687120271
2453,4988,46,26,27,11,0.046,1066816.2173913044,0.9999990626314227
2454,5859,47,17,32,1,19.74,18313.908814589668,0.10496664385166755
2455,5617,41,20,44,1,17.53,3893.5841414717625,0.10494541534459324
2456,5463,58,26,44,1,17.27,3109.9658367110596,0.10493862214436248
2457,5372,58,37,35,11,0.053,4161765.150943396,0.9999997597173402
2458,5464,60,27,23,11,0.051,2524726.4901960786,0.9999996039174921
2459,4574,24,26,37,11,0.049,348970.387755102,0.9999971344273466
2460,5767,48,26,33,11,0.057,547501.0,0.9999981735193177
2461,4783,59,27,36,11,0.047,1606692.4893617022,0.9999993776033643
2462,5059,61,25,29,1,17.61,20772.26604202158,0.10496732220364206
2463,5125,57,24,31,11,0.058,1089164.793103448,0.9999990818652913
2464,4955,33,19,28,11,0.041,2348598.56097561,0.9999995742141647
2465,4961,25,22,31,1,16.64,19132.55859375,0.1049668891073483
2466,5052,63,30,36,11,0.044,3465262.3636363638,0.9999997114215621
2467,4730,45,31,39,1,19.37,18419.268456375838,0.1049666766382301
2468,5531,64,20,29,1,15.5,18493.010967741935,0.10496669936370381
2469,4954,51,29,37,11,0.046,5284370.565217392,0.9999998107627034
2470,5448,40,18,33,1,17.94,3879.5858416945375,0.10494531806642465
2471,5119,43,27,24,1,19.35,4945.246511627906,0.10495114876583385
2472,5204,57,22,34,11,0.043,2284070.767441861,0.9999995621851939
2473,4689,58,22,42,11,0.04,1859876.0,0.9999994623297467
2474,5220,39,29,46,12,0.041,6471540.268292682,0.9607841652624854
2475,4649,49,33,34,1,15.81,25513.24193548387,0.10496826126344257
2476,5091,41,27,31,11,0.06,1264701.0,0.9999992092992731
2477,5036,62,19,39,1,15.84,12632.491792929293,0.10496406597804973
2478,4989,54,21,36,11,0.054,756047.2962962963,0.999998677331425
2479,5069,40,29,30,11,0.047,2259820.14893617,0.9999995574869086
2480,5175,61,30,32,1,18.32,5642.479530567685,0.10495377174616771
2481,5690,61,24,35,11,0.048,1179303.0833333333,0.9999991520415624
2482,4948,41,28,36,11,0.044,101830.54545454546,0.9999901797638858
2483,4658,42,27,37,11,0.048,3955948.9166666665,0.9999997472161494
2484,4926,37,23,35,11,0.046,2680261.8695652173,0.999999626902128
2485,4874,56,26,37,11,0.045,2040723.2222222222,0.9999995099776446
2486,5130,42,32,32,1,19.54,15765.507164790175,0.10496571733356325
2487,5151,43,29,32,11,0.046,1984185.7826086958,0.9999994960149353
2488,5188,23,16,32,1,19.72,6104.977180527384,0.10495518113400472
2489,5170,60,23,34,1,18.23,6998.640702139331,0.10495737672435726
2490,4647,49,27,44,1,17.76,7279.778434684685,0.10495795596937138
2491,4390,39,23,36,1,17.2,552.1555232558139,0.10478226190695557
2492,5297,31,31,39,11,0.06,976817.6666666667,0.9999989762674918
2493,5175,62,26,28,11,0.059,830323.0338983051,0.999998795649453
2494,4830,48,26,30,11,0.056,2109474.214285714,0.999999525948223
2495,5142,63,28,43,1,18.89,8284.45685547909,0.10495970468784656
2496,4683,47,22,26,2,16.8,28903.68333333333,0.09889767715385095
2497,5053,49,20,33,1,17.63,11421.093874078277,0.10496318459412889
2498,5305,56,32,36,1,18.81,5058.751993620415,0.10495162504384288
2499,5494,45,20,34,1,19.3,14143.477202072538,0.10496495372681547
2500,4799,52,23,40,1,17.98,23843.32063403782,0.10496797310015896
2501,5180,60,27,39,1,15.88,6043.242758186398,0.10495500548393377
2502,5312,53,19,45,11,0.057,3622816.789473684,0.9999997239716889
2503,5020,45,21,34,11,0.045,3234901.0,0.999999690871529
2504,4849,59,26,25,1,17.99,21965.6367426348,0.10496759675444846
2505,5329,30,26,38,1,15.26,26982.216906946265,0.10496848526247676
2506,5308,64,21,33,1,16.13,17726.76875387477,0.1049664540036298
2507,5664,28,20,26,11,0.047,3988032.914893617,0.9999997492498128
2508,4700,48,21,40,11,0.041,3443318.073170732,0.9999997095824497
2509,4974,52,25,35,11,0.053,966670.8113207547,0.9999989655216768
2510,5226,57,29,24,1,17.54,1422.9954389965794,0.10489860709457863
2511,5223,50,24,38,12,0.047,6383106.744680851,0.9607841632056332
2512,4488,67,24,36,11,0.045,2600823.2222222225,0.9999996155063553
2513,5198,59,30,29,11,0.058,2839837.2068965514,0.9999996478671391
2514,4400,36,31,32,11,0.046,1971990.1304347827,0.9999994928980706
2515,5022,54,14,42,11,0.04,1695851.0,0.9999994103255534
2516,4796,43,23,27,11,0.05,2407511.0,0.9999995846332582
2517,5199,31,23,37,11,0.059,3064628.118644068,0.999999673696135
2518,4559,44,27,30,1,15.25,13905.479344262294,0.1049648266969275
2519,5006,44,29,31,11,0.059,657272.186440678,0.9999984785602972
2520,5539,49,27,33,1,19.85,9892.581612090678,0.10496176446900686
2521,5453,40,29,28,11,0.059,2122017.9491525423,0.9999995287504517
2522,4657,56,34,38,1,15.51,22774.73275306254,0.10496776653111381
2523,5290,46,29,27,11,0.044,3797955.545454546,0.9999997367004463
2524,3898,42,18,44,1,15.8,14823.238924050633,0.1049652940820451
2525,4745,50,36,28,1,16.58,3866.0814234016893,0.10494522355277246
2526,5225,56,19,29,2,19.57,23364.47112927951,0.09889686593137516
2527,4605,36,30,25,1,18.13,17052.837286265858,0.10496621997740128
2528,4808,51,22,40,1,16.39,8156.988102501526,0.10495950667886327
2529,4773,49,26,41,11,0.059,1475306.0847457629,0.9999993221745573
2530,5299,42,26,37,11,0.054,2921584.3333333335,0.9999996577199608
2531,5526,47,20,31,1,15.76,5805.403553299492,0.1049542938510376
2532,5514,37,23,37,1,17.7,24810.27118644068,0.10496814468583951
2533,5330,38,26,38,1,15.25,27927.87573770492,0.10496861699529283
2534,5094,52,31,35,1,19.8,14695.54898989899,0.10496523254979939
2535,5618,33,37,33,11,0.059,3496195.9152542376,0.9999997139748389
2536,5460,49,25,38,1,19.34,12287.38107549121,0.10496383258650396
2537,5357,62,18,39,2,15.29,32269.873773708307,0.09889803408902077
2538,5144,34,27,35,11,0.053,2713444.396226415,0.9999996314647165
2539,5716,60,27,35,1,17.48,16551.16161327231,0.10496603339402799
2540,5917,48,29,38,1,15.54,13663.529922779924,0.10496469302175979
2541,5641,50,19,23,11,0.048,4888063.5,0.9999997954200063
2542,4988,52,19,31,1,17.46,1025.4226804123712,0.10487000583113827
2543,6041,45,30,25,11,0.043,922780.069767442,0.9999989163181643
2544,5886,44,25,30,11,0.048,919053.0833333334,0.9999989119235677
2545,5470,52,27,22,1,15.88,8757.0459697733,0.10496038850040078
2546,6212,48,25,26,11,0.058,2398957.896551724,0.9999995831523341
2547,5886,27,19,36,1,19.7,16636.186294416246,0.1049660658084128
2548,4904,44,26,40,1,18.46,10100.525460455037,0.10496198292677562
2549,5094,54,27,31,11,0.043,403001.00000000006,0.9999975186165792
2550,5346,50,23,37,1,15.42,6741.254539559015,0.10495680405255807
2551,5525,35,13,33,1,17.09,10957.483908718548,0.10496279571982566
2552,5776,53,27,45,12,0.047,6875701.638297873,0.9607841739893054
2553,5305,35,25,27,1,19.11,15272.910518053377,0.10496550258180724
2554,5085,46,20,39,11,0.048,306917.6666666667,0.999996741797203
2555,5075,43,21,35,1,16.24,17035.06157635468,0.10496621355405074
2556,5704,62,28,39,1,18.37,24002.0236799129,0.10496800221039246
2557,4925,29,24,30,11,0.047,2417628.659574468,0.999999586371548
2558,5172,55,25,27,2,18.4,26278.387500000004,0.09889733531024306
2559,5962,38,25,24,11,0.043,2793280.069767442,0.9999996419979469
2560,5837,42,28,38,12,0.051,6790831.000000001,0.9607841722429067
2561,5642,54,21,36,11,0.05,1972211.0,0.9999994929548613
2562,5701,28,30,25,11,0.051,4145471.5882352944,0.9999997587729216
2563,5603,46,24,39,11,0.056,1436331.357142857,0.9999993037818223
2564,5729,46,17,39,11,0.045,1345389.888888889,0.9999992567210381
2565,5587,55,19,36,2,17.47,27310.271894676593,0.0988974775128065
2566,5035,53,15,40,1,17.43,10803.210843373494,0.10496265891499236
2567,4970,62,24,31,11,0.046,4010837.9565217393,0.9999997506755419
2568,5789,68,27,45,1,15.87,12208.748582230626,0.10496377756320888
2569,5693,49,33,38,11,0.051,1534893.1568627453,0.9999993484888537
2570,5518,49,15,39,2,16.16,43480.41707920792,0.09889882428862863
2571,5819,54,25,31,11,0.053,1509585.9056603773,0.9999993375666822
2572,6257,47,21,32,1,15.72,10006.488867684478,0.10496188526014019
2573,5432,52,27,33,11,0.057,1317457.140350877,0.999999240962025
2574,5897,49,18,28,2,18.9,32248.559259259262,0.09889803206334946
2575,6070,58,26,41,1,18.51,16913.890329551592,0.1049661694084547
2576,5234,53,27,39,11,0.059,1838806.0847457629,0.9999994561688651
2577,4565,46,22,28,1,19.71,3097.8356164383563,0.10493848997532523
2578,5041,46,27,39,12,0.043,6939001.697674419,0.9607841752640291
2579,5022,43,17,29,1,16.24,18918.8993226601,0.1049668271450026
2580,4822,42,25,34,1,19.73,3500.3180435884437,0.10494238630839063
2581,5422,49,24,42,1,16.48,20583.37985436893,0.10496727582963089
2582,5246,41,17,33,1,15.18,1543.7328722002637,0.10490437663612041
2583,5132,49,22,35,2,16.22,31264.99815043157,0.09889793558413897
2584,5553,60,34,26,11,0.045,3300778.777777778,0.9999996970411932
2585,5341,59,32,28,11,0.052,1335722.153846154,0.9999992513413084
2586,5387,48,22,37,11,0.055,1330146.4545454546,0.9999992482030857
2587,5040,60,24,27,12,0.058,4495545.482758621,0.9607841000063058
2588,5335,48,13,29,1,19.81,13139.03255931348,0.10496438633711334
2589,5758,42,23,29,11,0.051,2112608.843137255,0.9999995266516074
2590,5280,51,26,29,11,0.048,2275021.8333333335,0.9999995604437789
2591,5547,50,30,32,11,0.041,3995501.0,0.9999997497184959
2592,5451,61,26,35,1,18.8,14106.917287234042,0.10496493449182892
2593,5078,53,32,29,11,0.052,2658712.5384615385,0.9999996238781044
2594,6186,58,30,21,1,17.97,7590.913188647747,0.104958547001874
2595,6125,35,16,37,11,0.041,2232927.8292682925,0.9999995521574917
2596,6074,50,23,41,11,0.048,5169459.333333333,0.9999998065561724
2597,6026,59,18,31,11,0.055,2528837.3636363638,0.999999604561363
2598,5254,59,28,36,1,17.88,10377.270413870247,0.10496226008491334
2599,5616,40,21,34,11,0.04,3464638.5,0.9999997113695989
2600,5166,68,20,34,1,17.48,17085.256578947367,0.1049662316578737
2601,4454,53,26,33,1,17.52,14334.402397260274,0.10496505258269005
2602,5322,37,19,32,11,0.059,2804721.338983051,0.9999996434583407
2603,5688,50,25,38,11,0.059,237416.25423728814,0.9999957879884711
2604,5178,52,25,26,11,0.059,1628280.6610169492,0.9999993858552619
2605,4710,45,22,40,1,15.36,10877.615234375,0.10496272537908
2606,5302,62,27,43,1,18.01,14631.799833425874,0.10496520142791375
2607,5140,44,26,33,11,0.04,920876.0,0.9999989140774653
2608,4792,43,24,38,1,17.52,8022.23401826484,0.10495929051066265
2609,5150,41,13,32,1,15.54,9719.092664092665,0.10496157505526875
2610,5091,30,23,23,11,0.044,3154944.181818182,0.9999996830371816
2611,5795,48,24,25,1,15.69,9330.863607393245,0.10496112567344883
2612,5347,47,18,32,11,0.054,893686.1851851852,0.9999988810389859
2613,5579,45,33,38,12,0.055,5094604.2727272725,0.960784125136885
2614,5198,68,22,30,1,15.8,12289.754430379746,0.10496383423631869
2615,5153,51,22,46,1,17.36,14911.135656682029,0.1049653358260322
2616,5903,39,28,41,11,0.053,4621538.735849056,0.9999997836218504
2617,5486,49,34,37,11,0.05,2289901.0,0.9999995632998981
2618,5931,61,19,38,11,0.041,2890342.463414634,0.9999996540202372
2619,5142,41,26,34,11,0.06,2974784.3333333335,0.9999996638411771
2620,5451,46,22,32,1,16.81,10038.424449732303,0.10496191863370441
2621,5824,46,21,34,11,0.053,4705482.132075472,0.999999787481926
2622,5495,57,23,31,1,17.87,6102.077504196978,0.1049551729632385
2623,5033,31,30,40,1,19.3,18176.82305699482,0.10496660062334974
2624,5481,39,26,37,1,16.24,12280.189347290641,0.10496382758334963
2625,5322,43,14,34,11,0.047,2525266.9574468085,0.9999996040022632
2626,5879,43,31,26,2,15.37,29701.16200390371,0.0988977690280492
2627,5004,41,24,26,11,0.043,1076489.3720930233,0.999999071054461
2628,5222,56,31,36,11,0.052,1874260.6153846155,0.9999994664562698
2629,5057,47,26,40,1,15.39,6611.675113710202,0.10495649887060594
2630,5326,59,26,30,11,0.04,2085788.5,0.9999995205650045
2631,5400,36,25,32,11,0.046,724914.0434782609,0.9999986205261038
2632,5705,72,23,56,11,0.045,2566212.111111111,0.9999996103205984
2633,5684,59,21,34,11,0.059,1912509.4745762714,0.9999994771267733
2634,5214,48,23,40,1,18.16,3774.291850220264,0.10494456322144628
2635,5414,54,24,35,11,0.052,2277308.6923076925,0.9999995608851785
2636,5370,50,30,31,11,0.058,4012095.8275862066,0.9999997507537101
2637,5269,74,27,43,1,18.12,10567.674116997792,0.10496244234344654
2638,5574,44,33,35,1,17.34,11414.751441753173,0.10496317948723649
2639,6078,52,27,33,1,18.89,2890.7718369507675,0.10493606276741235
2640,5479,50,19,47,1,15.51,9027.543520309478,0.10496074767957078
2641,5611,30,28,33,1,16.92,14936.49527186761,0.10496534777851858
2642,4908,58,29,41,11,0.044,1015501.0000000001,0.9999990152643867
2643,4722,55,19,37,1,19.25,9721.734285714287,0.10496157799005291
2644,5553,34,25,39,11,0.052,2883856.7692307695,0.9999996532421407
2645,6067,56,34,38,11,0.053,3950340.6226415094,0.9999997468572724
2646,5170,37,22,20,11,0.057,1175290.4736842106,0.9999991491465111
2647,5860,53,22,22,1,17.58,7479.141638225257,0.10495834033992603
2648,5089,64,23,46,1,19.26,3668.7873831775696,0.1049437634095658
2649,5292,31,31,32,1,15.79,21275.836288790375,0.10496744181283833
2650,6127,61,18,37,11,0.051,2978804.9215686275,0.9999996642949014
2651,6112,38,29,32,11,0.056,3092822.4285714286,0.9999996766707359
2652,5993,27,19,14,1,18.4,4623.189130434784,0.10494967007058462
2653,5665,56,26,38,11,0.054,1021945.4444444445,0.999999021474184
2654,5314,46,25,23,11,0.04,4520351.0,0.9999997787782409
2655,5021,42,20,33,2,19.9,24594.00150753769,0.09889707755065412
2656,5752,47,33,35,11,0.053,245019.8679245283,0.9999959186983143
2657,5764,49,21,37,1,19.52,9626.500256147541,0.10496147116945286
2658,5673,45,23,40,11,0.051,2080755.9019607843,0.9999995194054242
2659,5246,48,28,39,11,0.048,2051865.5833333333,0.9999995126386406
2660,5155,58,31,27,1,16.55,17217.38096676737,0.1049662788065408
2661,5118,64,29,34,11,0.055,3789755.5454545454,0.9999997361307377
2662,5398,70,35,39,1,18.45,8122.308130081301,0.10495945173180077
2663,5064,53,23,38,12,0.05,8042507.2,0.9607841942622072
2664,5832,64,24,36,11,0.043,5023570.767441861,0.9999998009384069
2665,5048,24,25,24,11,0.053,1234633.075471698,0.9999991900427586
2666,5416,53,29,17,11,0.042,2336346.238095238,0.9999995719812484
2667,5318,57,18,37,11,0.042,3537524.8095238092,0.9999997173164702
2668,5553,57,13,31,1,18.73,23534.817138280836,0.10496791538929864
2669,6153,55,19,26,1,18.45,16813.741734417345,0.10496613244164217
2670,4916,47,26,42,1,18.39,3739.993474714519,0.10494430816150634
2671,5476,61,31,27,1,16.32,17421.14093137255,0.10496635011650186
2672,5408,48,17,25,1,17.2,9873.181976744187,0.1049617436192109
2673,5101,46,29,31,1,16.01,24695.855402873203,0.10496812508361404
